case_id,target
1548518.0,0
2637693.0,0
2602871.0,0
1619113.0,0
1631596.0,0
1021229.0,0
2651280.0,0
972611.0,0
1883102.0,0
802619.0,0
1390446.0,0
1508536.0,0
808767.0,0
1636749.0,0
764631.0,0
121288.0,0
1694265.0,0
2688162.0,0
672709.0,0
1823930.0,0
1805518.0,0
2688162.0,0
636087.0,0
2647610.0,1
963639.0,0
124684.0,0
1491372.0,0
994351.0,0
1542568.0,0
643629.0,1
625615.0,0
1670827.0,0
610955.0,0
1909931.0,0
1521665.0,0
1628975.0,0
18257.0,0
906611.0,1
1688367.0,0
978382.0,0
763826.0,0
1719518.0,0
164508.0,0
1790876.0,0
861665.0,0
1668851.0,0
1457740.0,0
2688162.0,0
2673569.0,0
1511620.0,0
1616207.0,0
1375628.0,0
1017755.0,0
623124.0,0
1536270.0,0
2627188.0,0
211581.0,0
904695.0,0
707666.0,0
1847871.0,0
925786.0,0
1015694.0,0
1905442.0,0
253327.0,0
1638612.0,0
1680036.0,1
997963.0,0
1662356.0,0
1532924.0,0
1341499.0,0
2661293.0,0
2558379.0,0
15095.0,0
2647346.0,0
1311160.0,0
1458350.0,0
1556454.0,0
808723.0,0
2651268.0,1
815643.0,1
1767006.0,0
778574.0,0
1913932.0,0
192337.0,0
151585.0,0
15095.0,0
1532343.0,0
1699277.0,0
793819.0,0
948300.0,0
1419124.0,0
2554542.0,1
1298736.0,0
1719483.0,1
1282999.0,0
1508706.0,0
2549112.0,0
934526.0,0
1357046.0,0
1486569.0,1
1675709.0,0
2545688.0,0
939169.0,0
21506.0,0
1859017.0,0
117637.0,0
1843708.0,0
822802.0,0
1884836.0,0
1476428.0,0
781232.0,0
1786368.0,0
777132.0,0
103773.0,1
1750465.0,0
718047.0,0
630636.0,0
1513405.0,0
799683.0,0
1474764.0,0
1862330.0,0
167640.0,0
838592.0,0
1515571.0,0
1751356.0,0
1676660.0,0
653329.0,0
1316952.0,0
654900.0,0
1784581.0,1
1698505.0,0
1494842.0,0
1388856.0,1
29480.0,0
1378608.0,0
1738863.0,0
731716.0,0
1337498.0,0
169828.0,0
24092.0,0
1802878.0,0
1425043.0,0
131282.0,0
55954.0,0
859567.0,0
1707390.0,0
1341527.0,0
707728.0,0
2628277.0,0
819509.0,0
999076.0,0
752553.0,0
2648651.0,1
56856.0,0
1284255.0,0
919332.0,0
159429.0,0
1480961.0,0
15095.0,0
245795.0,0
1341369.0,0
51244.0,0
121113.0,0
2533618.0,0
2611399.0,0
108636.0,0
132817.0,0
1728899.0,0
1634265.0,0
1940471.0,0
741951.0,0
250297.0,0
1420890.0,0
993895.0,0
209968.0,0
1494589.0,0
849527.0,0
1945618.0,0
1886329.0,0
2688162.0,0
195295.0,0
1719980.0,0
156001.0,0
714069.0,0
250074.0,0
1238900.0,0
1622864.0,0
816873.0,0
249412.0,0
53453.0,0
744932.0,0
667840.0,0
178417.0,0
620896.0,0
1334791.0,0
1610122.0,0
2571503.0,0
1495307.0,0
174746.0,0
1450860.0,0
1884486.0,0
827724.0,0
1810044.0,0
729532.0,0
1929695.0,0
1789514.0,0
1275094.0,0
924162.0,1
27310.0,1
818966.0,0
1487634.0,0
1577663.0,0
662154.0,0
928085.0,0
2536440.0,0
751926.0,0
2662008.0,0
1410225.0,0
1819836.0,0
1745748.0,0
1409104.0,0
1398987.0,0
1715255.0,0
844964.0,0
1384574.0,0
2533021.0,0
799824.0,0
1801126.0,0
139926.0,0
2628427.0,0
2651231.0,0
45103.0,0
1255298.0,0
1641805.0,0
1369779.0,0
2685964.0,0
695408.0,0
2652680.0,1
661364.0,0
2566469.0,0
986349.0,0
727396.0,0
1629929.0,1
1828154.0,0
2599058.0,0
1525167.0,0
1692809.0,0
1915991.0,0
731213.0,0
718749.0,0
1405987.0,0
1460923.0,0
2592402.0,0
2554009.0,0
962280.0,0
2649959.0,0
159963.0,0
2588517.0,0
944393.0,0
1839845.0,0
882734.0,0
1303320.0,0
2677262.0,0
1936463.0,0
1325782.0,0
131780.0,0
1725035.0,0
1804679.0,0
1402743.0,0
1321718.0,0
1816689.0,0
1669928.0,0
883701.0,0
1342759.0,0
1779160.0,0
1475489.0,0
904328.0,0
201226.0,0
835544.0,0
1462871.0,0
803960.0,0
693206.0,0
1645804.0,0
1332522.0,1
773076.0,1
2544426.0,0
1730769.0,0
1488555.0,0
1627505.0,0
688090.0,0
1441948.0,0
1519527.0,0
2672296.0,0
1668839.0,0
1727975.0,0
1237394.0,0
1917926.0,0
1387198.0,1
1528188.0,0
1776688.0,0
228811.0,0
1586681.0,1
1843626.0,0
679957.0,0
1337847.0,0
36464.0,1
1648318.0,1
164926.0,0
15095.0,0
1875212.0,0
982446.0,0
1725728.0,0
2661752.0,0
1877305.0,0
991561.0,0
1599139.0,0
646088.0,0
682958.0,0
962340.0,0
724983.0,0
1273219.0,0
1478991.0,0
1928316.0,0
1511592.0,0
1521104.0,0
662415.0,0
1394622.0,0
863270.0,0
1420921.0,0
190360.0,0
1327848.0,0
2600855.0,0
1336435.0,0
1836916.0,0
872343.0,0
1816635.0,0
1337143.0,0
1291467.0,0
660921.0,0
853126.0,0
2677752.0,0
649232.0,0
1586893.0,0
1369600.0,0
986706.0,0
1011200.0,0
644684.0,0
1581213.0,0
198659.0,0
1871482.0,0
841709.0,0
223606.0,0
940797.0,0
654085.0,0
2611386.0,0
57036.0,0
1424400.0,0
1553145.0,0
615284.0,0
52309.0,0
649642.0,0
618760.0,0
2680700.0,0
980545.0,0
747946.0,0
1787402.0,0
2623333.0,0
1450965.0,0
1863309.0,0
215243.0,0
255723.0,0
1263383.0,0
1385677.0,0
1901013.0,0
161574.0,0
640568.0,0
174696.0,0
805413.0,0
901024.0,0
1500854.0,1
1446383.0,0
2680828.0,0
131394.0,1
619859.0,0
1823529.0,0
1290812.0,0
1025516.0,0
1439811.0,0
1525696.0,0
812743.0,0
1578182.0,0
2576281.0,0
160268.0,0
1475273.0,0
2661305.0,0
2616407.0,0
185325.0,0
1691536.0,0
1767457.0,0
1439787.0,0
1762812.0,0
1694448.0,0
155877.0,0
2656363.0,1
2609404.0,0
847970.0,1
1855759.0,0
832091.0,0
170215.0,0
1859970.0,0
1662653.0,0
1506922.0,0
1629100.0,0
2688162.0,0
124861.0,1
1809017.0,0
785063.0,0
1826008.0,0
942859.0,0
176856.0,0
1874778.0,0
1758931.0,1
1820182.0,0
24858.0,0
1011161.0,0
1496176.0,0
1845840.0,0
201888.0,0
661814.0,0
1254751.0,0
1832035.0,0
184864.0,0
981167.0,0
1803784.0,0
1830616.0,0
1013380.0,0
860485.0,0
1560596.0,0
1504639.0,0
979289.0,0
1650420.0,0
1661979.0,0
754815.0,0
1529213.0,0
2572169.0,0
1585262.0,0
2688162.0,0
2644745.0,0
806759.0,0
112342.0,0
752847.0,0
196270.0,1
1312866.0,0
1323871.0,0
1252076.0,0
1552347.0,0
19053.0,0
629963.0,0
1314999.0,0
1453382.0,0
1570694.0,0
1914051.0,0
817852.0,0
1478776.0,0
2540659.0,0
1337393.0,0
236375.0,0
1552359.0,0
1373664.0,0
28113.0,0
240550.0,0
1453607.0,0
630358.0,0
1909531.0,0
1515164.0,0
1554034.0,0
1602553.0,0
1334874.0,0
941547.0,0
1505672.0,0
2641082.0,0
1942325.0,0
643219.0,0
668164.0,0
1297584.0,0
909355.0,0
200492.0,0
646785.0,0
1842538.0,1
1518406.0,0
1394583.0,0
2530253.0,0
1612486.0,0
1505912.0,1
1812515.0,0
898227.0,0
1256136.0,0
1913633.0,0
974354.0,0
846753.0,0
1575005.0,1
34743.0,1
1400139.0,0
1696563.0,0
1772610.0,0
1630541.0,0
2653621.0,0
733075.0,0
1657338.0,0
1016468.0,0
1904524.0,0
1596693.0,0
895384.0,0
1693330.0,0
896023.0,1
1412116.0,0
2649509.0,0
931983.0,0
1572587.0,0
1661783.0,0
2685326.0,0
863347.0,0
1275206.0,0
704045.0,0
705231.0,0
735147.0,0
2610190.0,0
869063.0,1
1838548.0,0
2678550.0,0
1709350.0,0
1313142.0,0
837541.0,0
1790389.0,0
1281264.0,0
1438808.0,0
224653.0,0
136200.0,0
952785.0,0
212895.0,0
2599246.0,0
1571743.0,0
1892164.0,0
1343208.0,1
765516.0,0
1721656.0,0
982952.0,0
1365635.0,0
1685490.0,0
1298475.0,0
903370.0,0
2688162.0,0
238431.0,0
198740.0,0
1660379.0,0
1555227.0,0
852422.0,0
1471774.0,0
771309.0,0
2676536.0,0
1784374.0,1
2623350.0,0
1321405.0,0
54209.0,0
1726330.0,0
821541.0,0
2680148.0,0
1650685.0,0
1650581.0,0
1438876.0,0
1789005.0,0
1519261.0,0
1816366.0,0
133697.0,0
1407595.0,0
1555315.0,0
754935.0,0
746605.0,0
1945857.0,0
1396643.0,0
967055.0,0
692687.0,0
743411.0,0
1942495.0,0
1830899.0,0
2686282.0,0
921813.0,0
223033.0,0
1689041.0,0
853898.0,0
54408.0,0
1834269.0,0
30453.0,0
784883.0,0
1826109.0,0
1513289.0,0
1572019.0,0
2666158.0,0
1703904.0,0
1267372.0,0
828541.0,1
827153.0,0
196713.0,0
1831698.0,0
2578422.0,0
828408.0,0
629064.0,0
1434412.0,0
1849992.0,0
907168.0,0
1631512.0,0
829529.0,0
1562066.0,0
1903144.0,0
705665.0,0
15095.0,0
1472214.0,0
51554.0,0
1296296.0,0
53185.0,0
1450516.0,0
208830.0,0
213793.0,0
849208.0,0
2670073.0,1
1755290.0,0
923146.0,0
718850.0,0
988668.0,0
163220.0,0
1258332.0,0
1752261.0,0
944665.0,0
2599370.0,0
1022062.0,0
53268.0,0
1419863.0,0
930756.0,1
1578315.0,0
1700786.0,1
936568.0,0
1727044.0,0
110322.0,0
15095.0,0
2585586.0,0
1439871.0,0
1593505.0,0
1406302.0,0
2669563.0,0
1688499.0,0
965958.0,0
992002.0,0
945399.0,0
1895853.0,0
1713590.0,0
1238310.0,0
956002.0,0
155265.0,0
2658631.0,0
809533.0,0
1536187.0,0
1735218.0,0
739807.0,0
1250408.0,0
795479.0,0
627157.0,0
613758.0,0
15095.0,0
844134.0,0
874738.0,0
1694796.0,0
1258312.0,0
1452218.0,0
1873250.0,1
1018899.0,0
1664121.0,0
1690065.0,0
913200.0,0
844745.0,0
709955.0,0
1525876.0,0
813483.0,0
1814522.0,0
1625823.0,0
1770175.0,0
2646260.0,0
752838.0,0
1845730.0,0
2688162.0,0
1285490.0,0
970296.0,0
1798730.0,0
249900.0,0
2577554.0,0
1773195.0,1
56129.0,0
1809921.0,0
1723322.0,0
1752596.0,0
137787.0,0
1386023.0,0
1843712.0,0
618278.0,0
1627530.0,0
1778225.0,0
956339.0,0
800420.0,0
745401.0,0
849629.0,0
2688162.0,0
1603744.0,0
643473.0,0
1397122.0,1
828534.0,0
1937144.0,0
145847.0,0
761190.0,0
922131.0,0
165148.0,0
1725246.0,0
158406.0,0
185024.0,0
1736130.0,0
994652.0,0
49079.0,1
1926439.0,0
1348048.0,0
1637338.0,0
765067.0,0
1788947.0,1
678296.0,0
1616105.0,0
1634658.0,1
2534188.0,0
1857675.0,0
736472.0,0
602146.0,0
686420.0,0
40897.0,0
941148.0,1
694077.0,0
136979.0,0
1370182.0,0
1394223.0,0
1534648.0,0
1664828.0,0
704414.0,1
2610971.0,0
1819924.0,0
898689.0,0
1749453.0,0
1297754.0,0
1264124.0,0
1289803.0,0
892663.0,0
959195.0,0
1536896.0,0
745231.0,0
761186.0,0
756367.0,0
189648.0,1
1774911.0,0
2660130.0,0
228890.0,0
1918255.0,1
1732696.0,0
744938.0,0
2664393.0,0
156253.0,0
1018689.0,0
2590968.0,0
2668845.0,0
1778292.0,0
2609655.0,0
1340020.0,0
1738225.0,0
957175.0,0
2641516.0,0
1323806.0,0
2562136.0,0
784039.0,0
115331.0,0
2662212.0,0
114295.0,0
2534704.0,0
2602262.0,0
818350.0,0
645023.0,0
841962.0,0
615625.0,0
1548126.0,0
230880.0,0
1385935.0,0
1873745.0,0
1299047.0,0
908958.0,0
698331.0,0
1867043.0,0
160538.0,0
609620.0,0
1015346.0,1
2578370.0,0
1929327.0,0
908342.0,0
39384.0,0
1900475.0,0
1630630.0,0
1597765.0,0
835569.0,0
1649054.0,1
711546.0,0
702153.0,0
598947.0,0
1316191.0,0
33543.0,0
976324.0,0
1784102.0,0
187742.0,0
1596814.0,0
2659887.0,1
219205.0,0
106202.0,0
752132.0,0
1290861.0,0
627117.0,0
39955.0,0
142769.0,0
118800.0,0
1247860.0,0
838340.0,0
866801.0,0
1283561.0,0
1471659.0,0
1904819.0,0
211781.0,1
2580473.0,0
1527802.0,1
2569093.0,0
170589.0,0
2618496.0,0
852953.0,0
2622316.0,0
222531.0,0
2665337.0,0
1426254.0,0
190764.0,0
1806393.0,0
1012494.0,0
233579.0,0
1633086.0,0
877561.0,0
915543.0,0
2674938.0,0
2644776.0,0
960986.0,0
2592046.0,0
1410258.0,0
2638600.0,0
1411024.0,0
1553875.0,0
1004554.0,0
1821241.0,0
692156.0,0
935703.0,0
1889320.0,0
2657924.0,0
1609875.0,0
1812246.0,0
2543708.0,0
1355323.0,0
1315319.0,0
1283774.0,0
1248134.0,0
1481486.0,0
1870963.0,0
2626472.0,0
245808.0,0
2634669.0,0
624958.0,0
1569884.0,0
1669856.0,0
901482.0,0
1386469.0,0
673618.0,0
897445.0,0
1407222.0,0
1250609.0,0
1296415.0,0
716283.0,0
688136.0,0
1002043.0,0
199663.0,0
1946630.0,0
1521822.0,0
1696610.0,0
2655434.0,0
1506882.0,0
1748662.0,0
1797514.0,0
2573043.0,1
1501666.0,0
968611.0,0
251389.0,0
1709042.0,0
1696729.0,0
2680832.0,0
1830059.0,0
1455757.0,0
1398376.0,1
202390.0,0
741974.0,0
1474423.0,0
143658.0,0
1470075.0,0
741192.0,0
728470.0,1
1009731.0,0
1356203.0,0
27296.0,0
2586455.0,0
2657431.0,0
1442802.0,0
1550864.0,0
1611949.0,0
1423905.0,0
676174.0,0
697959.0,0
1596990.0,0
1424789.0,0
927536.0,0
1879992.0,0
1354981.0,0
1625599.0,0
1633392.0,0
2615861.0,0
1259421.0,0
1289017.0,0
1315530.0,0
53683.0,0
622745.0,0
963901.0,0
208545.0,1
1256251.0,0
1258364.0,0
1364572.0,1
1449745.0,0
2653690.0,0
890865.0,0
45562.0,0
136395.0,0
44438.0,0
185940.0,0
1638941.0,0
238397.0,0
1600403.0,0
1620000.0,0
1636102.0,0
208154.0,0
638073.0,0
1310278.0,0
707497.0,0
1589805.0,0
163146.0,0
1443135.0,0
1788224.0,1
45211.0,0
214579.0,0
2651411.0,0
820922.0,0
731714.0,0
1641305.0,1
1694650.0,0
181521.0,0
829242.0,0
616765.0,0
893639.0,0
1248325.0,0
1823461.0,0
1453346.0,0
757343.0,0
57466.0,0
1286239.0,0
15095.0,0
174943.0,0
688006.0,0
695866.0,0
879199.0,0
1799315.0,0
1530646.0,0
836221.0,0
776604.0,0
1309296.0,0
962960.0,1
15095.0,0
1624391.0,0
1609234.0,1
2604143.0,0
1500570.0,0
1861019.0,0
2643792.0,0
26390.0,0
1493948.0,0
1322142.0,0
1314846.0,0
726882.0,0
1416270.0,0
2618867.0,0
1559795.0,0
1783869.0,0
1710973.0,0
2565797.0,0
2688162.0,0
1775970.0,0
966071.0,0
1242784.0,0
45338.0,0
2608009.0,0
997531.0,0
1474161.0,0
840804.0,0
208960.0,0
1290953.0,0
1763160.0,0
1628267.0,0
1833371.0,0
1464792.0,0
2546968.0,1
983296.0,0
1500386.0,0
783767.0,0
1915016.0,0
1904399.0,0
741278.0,0
899551.0,1
933270.0,0
2634382.0,0
2652752.0,0
2563520.0,0
1663519.0,0
1609694.0,0
2673637.0,0
990559.0,0
1565022.0,0
1732416.0,0
2660218.0,0
688074.0,0
1614233.0,0
166919.0,0
1672038.0,0
1309084.0,0
2578509.0,0
774933.0,0
1001651.0,0
1546937.0,0
215674.0,0
699453.0,0
682427.0,0
1893390.0,0
15095.0,0
848402.0,0
914807.0,0
1022119.0,0
1877027.0,1
206560.0,0
46946.0,0
888536.0,0
1483675.0,0
1463692.0,1
1705623.0,0
615913.0,0
1691951.0,0
2663607.0,0
157379.0,0
773016.0,0
715336.0,0
1271625.0,0
251124.0,0
1822880.0,0
1943505.0,0
1496458.0,0
1762141.0,0
1495511.0,0
1935019.0,0
1707522.0,0
123189.0,0
1773367.0,0
1635121.0,0
971725.0,0
1242032.0,0
1654418.0,0
1283348.0,1
1717772.0,0
43943.0,0
656035.0,0
146933.0,0
778447.0,0
1614187.0,0
1828653.0,0
1638531.0,1
1265266.0,0
190346.0,0
609339.0,0
1911850.0,0
1323453.0,0
1283535.0,0
204040.0,0
1494104.0,0
1268142.0,0
848737.0,0
1722879.0,0
735902.0,0
1678582.0,0
1271231.0,0
2552517.0,0
890115.0,0
1675617.0,0
939399.0,0
132540.0,0
2530685.0,0
1668911.0,0
2676575.0,0
837901.0,1
1407959.0,0
693756.0,1
2549752.0,0
1768934.0,0
909254.0,1
770300.0,0
1642039.0,0
184735.0,0
1269222.0,0
1586307.0,0
1776426.0,1
52265.0,0
1864353.0,1
1367194.0,0
222375.0,0
741786.0,0
46496.0,0
120660.0,0
962283.0,0
1281434.0,0
1577022.0,1
1747006.0,0
2657719.0,0
899178.0,0
797077.0,1
1790678.0,0
1689685.0,0
1244979.0,0
1594100.0,0
619139.0,0
623394.0,0
1443946.0,0
1906914.0,0
1626576.0,0
1239812.0,0
1252143.0,0
777806.0,0
784172.0,0
1946504.0,0
1913957.0,0
1534733.0,0
154165.0,0
1809836.0,0
1371690.0,0
1916366.0,0
748772.0,0
726880.0,0
705389.0,0
893018.0,0
1359566.0,0
2565576.0,0
1900206.0,0
43761.0,0
1733533.0,0
1773856.0,0
1847177.0,0
845287.0,0
1476279.0,0
945472.0,0
49434.0,0
968632.0,0
223684.0,0
29887.0,0
782996.0,0
1885902.0,0
1757990.0,0
1751147.0,0
776941.0,0
1765652.0,0
1943124.0,0
888272.0,0
1521080.0,0
1346282.0,0
1311896.0,0
816461.0,0
705505.0,0
1921724.0,0
221417.0,0
1828719.0,0
660817.0,0
113169.0,0
1596057.0,0
1338514.0,0
2575148.0,0
1611973.0,0
202669.0,0
1610984.0,0
2667124.0,0
129187.0,0
895404.0,0
1317195.0,0
631866.0,0
32671.0,0
2648294.0,0
31344.0,0
20769.0,0
861906.0,0
709312.0,0
776671.0,0
673235.0,0
873989.0,0
1499992.0,0
1581788.0,0
15095.0,0
1600143.0,0
687279.0,0
2665151.0,0
1909459.0,0
2530453.0,0
160499.0,0
1398348.0,0
902325.0,0
970016.0,0
1587250.0,0
2688162.0,0
1696853.0,0
857046.0,0
785357.0,0
1423151.0,0
2640008.0,0
42463.0,0
110407.0,0
750302.0,0
1825441.0,0
1430933.0,0
658424.0,0
1561590.0,0
1770661.0,0
107080.0,0
1256140.0,0
2558646.0,0
1401566.0,0
739219.0,0
1393609.0,0
796752.0,0
1799428.0,0
1634551.0,0
673274.0,0
237519.0,0
821217.0,0
2668430.0,0
2531088.0,0
737631.0,0
149952.0,0
763518.0,0
683602.0,0
57399.0,0
1758435.0,0
1629958.0,0
1395039.0,0
1908545.0,0
800251.0,0
1445239.0,0
834569.0,0
746056.0,0
761490.0,0
2563285.0,1
2531694.0,0
917273.0,0
1005872.0,0
944732.0,0
872327.0,0
625468.0,0
961458.0,0
988455.0,0
908988.0,0
1677267.0,0
786185.0,0
1634210.0,0
1669666.0,0
1560748.0,1
147604.0,1
974047.0,0
761554.0,0
1771841.0,0
982257.0,0
1362590.0,0
1819640.0,0
37200.0,0
15095.0,0
1424386.0,0
1648743.0,0
814821.0,0
1872944.0,0
224418.0,0
108411.0,0
2635542.0,0
183324.0,0
749136.0,0
2569699.0,0
1005582.0,0
2659086.0,0
916805.0,0
1397139.0,1
1027024.0,0
225168.0,0
241925.0,0
636097.0,0
755460.0,0
742582.0,1
2630494.0,0
1341007.0,0
1392174.0,0
1713621.0,0
2613782.0,0
2635428.0,0
873858.0,0
44162.0,0
928417.0,0
1451679.0,0
1458141.0,0
2621603.0,0
759516.0,0
1850427.0,0
2668558.0,0
674884.0,1
1687096.0,0
1773757.0,0
1894055.0,0
1022642.0,0
1888350.0,0
1448803.0,0
1835601.0,0
709597.0,0
816367.0,0
1676855.0,0
1859199.0,0
1026604.0,0
828482.0,0
164598.0,0
2666645.0,0
773738.0,0
652325.0,0
893749.0,0
747730.0,0
249934.0,0
1802596.0,0
2674701.0,0
1026974.0,0
1870529.0,0
1818710.0,0
1428712.0,0
15095.0,0
1431755.0,1
1611488.0,0
1507363.0,0
1903133.0,1
785166.0,0
2580463.0,0
1277262.0,0
619904.0,0
1742681.0,0
1849959.0,0
1470030.0,0
1910677.0,0
1280684.0,0
15095.0,0
1595659.0,0
913420.0,0
1805126.0,0
951644.0,0
1378496.0,0
1348117.0,0
1387708.0,0
2580510.0,0
1520486.0,0
1940007.0,0
1294790.0,0
1643498.0,0
2665460.0,1
1453804.0,0
1317507.0,0
1583063.0,1
917064.0,0
15095.0,0
1821695.0,0
672980.0,0
1779905.0,0
1272548.0,0
994311.0,0
797918.0,0
2624645.0,0
690126.0,1
1852840.0,0
1556283.0,0
15095.0,0
1594572.0,0
2559499.0,0
1382734.0,0
796366.0,0
1847001.0,0
883914.0,0
946823.0,0
1338918.0,0
2629003.0,0
1503149.0,0
957881.0,0
1705184.0,0
1326317.0,0
1819705.0,0
2670414.0,0
56347.0,0
2598448.0,0
1665408.0,0
1257054.0,0
1578415.0,0
1026505.0,0
658736.0,0
225234.0,0
1597508.0,0
1660173.0,0
834926.0,0
1253919.0,0
2619313.0,0
902524.0,1
1884824.0,0
1280609.0,0
1906993.0,0
126454.0,0
787016.0,0
871270.0,0
831240.0,1
843174.0,0
2541139.0,0
867913.0,1
1938388.0,0
1357442.0,0
973419.0,0
854318.0,0
2570311.0,0
1671873.0,0
872957.0,0
1747691.0,1
151318.0,0
677310.0,0
1865561.0,0
1277605.0,0
2543422.0,0
1744297.0,0
1501527.0,0
2675755.0,0
1589519.0,0
1524855.0,0
132563.0,0
852718.0,0
224496.0,0
1663437.0,0
1733577.0,0
664822.0,0
712714.0,0
1832240.0,0
604641.0,0
632006.0,0
754199.0,0
835194.0,0
1870589.0,1
1500633.0,0
1414124.0,0
1378525.0,0
663928.0,0
1893259.0,0
1428069.0,0
722061.0,0
1397620.0,1
247828.0,0
1472470.0,0
179800.0,0
815620.0,0
1577150.0,0
2672117.0,0
689226.0,0
54265.0,0
1689256.0,0
174622.0,0
1417085.0,0
921041.0,0
606176.0,0
1332201.0,0
1012559.0,0
1864708.0,0
2578981.0,0
612219.0,0
1889898.0,0
1297070.0,0
232586.0,0
1858391.0,0
1385099.0,0
772630.0,0
157242.0,0
1623821.0,1
1285069.0,0
1727352.0,0
1654475.0,0
746404.0,0
674799.0,0
1477512.0,0
1863002.0,0
915777.0,0
2539283.0,0
51594.0,0
2682910.0,0
1466871.0,0
1554185.0,1
649458.0,0
1750381.0,0
255905.0,0
1907680.0,0
1857291.0,0
768968.0,0
2648208.0,0
802375.0,0
56086.0,0
1743955.0,0
1871367.0,0
1528730.0,0
973889.0,1
1530041.0,0
711118.0,0
1024650.0,0
1863299.0,0
1702299.0,0
1516168.0,0
1606816.0,0
765885.0,0
617057.0,0
1814674.0,0
734990.0,0
2606541.0,0
237044.0,0
1480580.0,0
195357.0,0
874877.0,1
1498455.0,0
2662261.0,0
2552115.0,0
134306.0,1
1408765.0,0
146425.0,0
1535499.0,0
732717.0,0
713041.0,0
1537336.0,0
2668564.0,0
921324.0,0
219785.0,1
910078.0,0
729876.0,0
783634.0,0
1319234.0,0
1361973.0,0
2609672.0,0
1401823.0,1
935774.0,0
703714.0,0
1275545.0,0
1344829.0,0
2557729.0,0
18855.0,0
627570.0,0
891598.0,0
2688162.0,0
1514919.0,0
1342975.0,0
136414.0,0
1633634.0,0
1413769.0,0
820074.0,0
197941.0,0
1426530.0,0
1900913.0,0
965016.0,0
1437068.0,0
164156.0,0
31294.0,0
1322711.0,0
2688162.0,0
1319461.0,0
1563985.0,0
2688162.0,0
607801.0,0
1695262.0,0
960666.0,0
1677336.0,0
940114.0,0
890085.0,0
937741.0,0
196110.0,0
1008508.0,0
1751033.0,0
999145.0,0
723173.0,0
253297.0,1
1851201.0,0
651656.0,0
1766203.0,0
2667777.0,0
2688162.0,0
1834568.0,0
1345641.0,0
1372163.0,0
116224.0,0
2645664.0,0
853424.0,0
2688162.0,0
973138.0,0
1244383.0,0
1453463.0,0
1707462.0,0
956568.0,0
103753.0,0
1797723.0,0
2642222.0,0
1687344.0,0
145605.0,0
1904429.0,0
2604652.0,0
1496059.0,0
1685290.0,0
629624.0,0
2589742.0,0
1247770.0,1
1643445.0,1
1709501.0,1
1403380.0,0
744772.0,0
928511.0,0
2587857.0,0
1895999.0,1
2628676.0,0
818616.0,0
2552389.0,0
1480427.0,0
926664.0,0
899368.0,0
1358084.0,0
209852.0,1
643401.0,0
1652780.0,0
121491.0,0
967462.0,0
15095.0,0
2656870.0,0
1336511.0,0
1932896.0,0
2631716.0,0
667496.0,0
1825274.0,0
2638490.0,0
896203.0,0
